Material;Material desc;Grupo art. Desc;Jerar;NEGOCIO desc;Tipo producto;Familia
2256;"ELECTRODO LINCOLN  E-308 L/16 3/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2257;"ELECTRODO LINCOLN  E-308 L/16 1/8""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2258;"ELECTRODO LINCOLN  E-308 L/16 5/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2261;"ELECTRODO LINCOLN  E-312 L/16 3/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo 
2262;"ELECTRODO LINCOLN  E-312 L/16 1/8""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2265;"ELECTRODO LINCOLN  E-316 L/16 3/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2266;"ELECTRODO LINCOLN  E-316 L/16 1/8""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2267;"ELECTRODO LINCOLN  E-316 L/16 5/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2270;"ELECTRODO LINCOLN  E-309L-16 3/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2271;"ELECTRODO LINCOLN  E-309L-16 1/8""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2272;"ELECTRODO LINCOLN  E-309L-16 5/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2274;"ELECTRODO LINCOLN  E-310-16 3/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2275;"ELECTRODO LINCOLN  E-310-16 1/8""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2276;"ELECTRODO LINCOLN  E-310-16 5/32""";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2282;ELECTRODO GRITEC GRINOX 29 2,50MM;ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2283;ELECTRODO GRITEC GRINOX 29 3,25MM;ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2284;ELECTRODO GRITEC GRINOX 29 4,00MM COL;ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2293;ELECTRODO GRITEC GRINOX 126 G-35 3,25MM;ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2300;ELECTRODO GRITEC GRINOX 210 2,00MM;ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo 
2301;ELECTRODO GRITEC GRINOX 210 2,50MM;ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2302;"ELECTRO.GRINOX 10 1/8"" 3.25MM E316L-16";ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2309;ELECTRODO GRITEC GRITHERM 46 G-21 3,25MM;ACEROS IN;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo 
2312;ELECTRODO GRITEC GRICAST 1 2,50MM;ELECT.RECUB P/F.FUND;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2313;ELECTRODO GRITEC GRICAST 1 3,25MM;ELECT.RECUB P/F.FUND;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2318;ELECTRODO GRITEC GRICAST 31 2,50MM;ELECT.RECUB P/F.FUND;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2319;ELECTRODO GRITEC GRICAST 31 3,25MM;ELECT.RECUB P/F.FUND;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2320;ELECTRODO GRITEC GRICAST 31 4,00MM;ELECT.RECUB P/F.FUND;"	SOLDADURA ESPECECIAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2338;BUJE CONECTOR MAG LF 74 (K1500-1);ACCESORIOS;"	EQU.Y ACCES.";SOLDADURA Y CORTE;;
2340;ESCOBILLA ACERO C/MANGO 4C FEASIN;GRATAS Y CEPILLOS;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Escobilla
2341;ESCOBILLA ACERO INOX C/MANGO 4C-IN FAESI;GRATAS Y CEPILLOS;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Escobilla
2349;"ESCOBILLA P/CALDERA 1"" TS-1 FAESIN";GRATAS Y CEPILLOS;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Escobilla para caldera
2367;GRATA FAESIN RECTA 4-1/2 1145S60 INOX;GRATAS Y CEPILLOS;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Grata
2368;GRATA FAESIN REC 4-1/2 1145SH60 C/TUERCA;GRATAS Y CEPILLOS;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Grata
2371;"GRATA FAESIN COPA 4"" AC CARB C114H60";GRATAS Y CEPILLOS;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Grata
2373;"GRATA FAESIN COPA 3"" ACERO CARB C113H50";GRATAS Y CEPILLOS;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Grata copa
2397;DISCO CORTE PFERD EH 115-2,4  A46 P PSF;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2399;DISCO CORTE PFERD EHT 115-1,0 R SG-INOX;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2400;DISCO CORTE PFERD EHT 115-1,6 R SG-INOX;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2402;DISCO CORTE PFERD EH 178-3,0 A24 P PSF;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2407;DISCO CORTE PFERD EHT 178-3,2 A24S SG;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2408;DISCO CORTE PFERD EH 178-2,5 RSG-INOX;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2410;DISCO CORTE PFERD EH 230-3,0 A24 P PSF;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2417;DISCO DESBASTE PFERD E 115-7 PSF STEELOX;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de desbaste
2423;DISCO DESBASTE PFERD E 180-7 PSF STEELOX;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de desbaste
2428;DISCO DESBASTE PFERD E 230-7 PSF STEELOX;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de desbaste
2430;DISCO PFERD POLIFAN PFC 115-22 Z40 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de desbaste
2431;DISCO PFERD POLIFAN PFC 115-22 Z60 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de láminas lijadoras
2432;DISCO PFERD POLIFAN PFC 115-22 Z80 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de láminas lijadoras
2433;DISCO PFERD POLIFAN PFC 115-22 Z120 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de láminas lijadoras
2434;DISCO PFERD POLIFAN PFC 180-22 Z40 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de láminas lijadoras
2435;DISCO PFERD POLIFAN PFC 180-22 Z60 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de láminas lijadoras
2436;DISCO PFERD POLIFAN PFC 180-22 Z80 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de láminas lijadoras
2437;DISCO PFERD POLIFAN PFC 180-22 Z120 DUAL;ABRASIVOS PFERD;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de láminas lijadoras
2441;DISCO COR TYROLIT 114X3,2X22,2 27TR-3-1;ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2442;DIS COR TYROLIT 178X1,6X22,2 41F-19-5662;ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2443;DISCO COR TYROLIT 178X3,2X22,2 27TR-5-2;ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2444;DIS COR TYROLIT 230X3,0X22,2 42F-9-4849;ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2445;DISCO COR TYROLIT 230X3,2X22,2 27TR-9-2;ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2446;DIS DES TYRO 114X7,0X22,2 (27E-5-1) 2EN1;ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de corte
2447;DIS DES TYRO 178X7,0X22,2 (27E-7-4850)2E;ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de desbaste
2448;DISC DES TYRO 230X7,0X22,2 (27E-11-4850);ABRASIVOS TYROLIT;"	CORTE METALES";SOLDADURA Y CORTE;Abrasivos;Disco de desbaste
2463;"ELECTRODO LINCOLN E-6010 5P PLUS 3/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2464;"ELECTRODO LINCOLN E-6010 5P PLUS 1/8""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2465;"ELECTRODO LINCOLN E-6010 5P PLUS 5/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2466;"ELECTRODO LINCOLN E-6010 5P PLUS 3/16""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2470;"ELECTRODO LINCOLN E-6011AS 3/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo de revestimiento
2471;"ELECTRODO LINCOLN E-6011AS 1/8""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo de revestimiento
2472;"ELECTRODO LINCOLN E-6011AS 5/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo de revestimiento
2473;"ELECTRODO LINCOLN E-6011AS 3/16""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo de revestimiento
2474;"ELECTRODO LINCOLN E-6013 3/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo de revestimiento
2475;"ELECTRODO LINCOLN E-6013 1/8""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo de revestimiento
2482;"ELECTRODO LINCOLN E-7018 5/32"" PACK 4 KG";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2489;"ELECTRODO LINCOLN E-7024 1/8""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2490;"ELECTRODO LINCOLN E-7024 5/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2491;"ELECTRODO LINCOLN E-11018 G 1/8""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2492;"ELECTRODO LINCOLN E-11018 G 5/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2494;"ELECTRODO LINCOLN E-8018-C1 3/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2495;"ELECTRODO LINCOLN E-8018-C1 1/8""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2496;"ELECTRODO LINCOLNE-8018-C1 5/32""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2497;"ELECTRODO LINCOLN E-8018-C1 3/16""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2498;"ELECTRODO LINCOLN E-8018-C1 1/4""";ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
2500;ELECTRODO GRITEC GRICON 15 3,25MM;ELECTRODO ACERO AL CARBONO;"	SOLDADURA ESTRUCTURAL";SOLDADURA Y CORTE;Soldaduras;Electrodo
3674;"CABLE K300 EXTRA COMPACTADO 1-1/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de carga
3677;CABLE K300 EXTRA COMPACTADO 30,0MM;CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de carga
3686;"CABLE KPEZ FILLER LIMPIO 5/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de carga
3696;"CABLE KPEZ SEALE 6X19 ENGRASADO 5/8"" (N)";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;IZAJE y TRACCION;
3701;"CABLE KPEZ SEALE ENGRASADO 5/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;IZAJE y TRACCION;
3702;"CABLE KPEZ SEALE ENGRASADO 3/4""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;IZAJE y TRACCION;
3703;"CABLE KPEZ SEALE ENGRASADO 7/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;IZAJE y TRACCION;
3704;"CABLE KPEZ SEALE ENGRASADO 1""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;IZAJE y TRACCION;
3709;"CABLE KPEZ WS LIMPIO 9/16""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3710;"CABLE KPEZ WS LIMPIO 5/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3718;"CABLE KPEZ 6X23 ENGRASADO 5/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3720;"CABLE KPEFLEX LIMPIO 9/16""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3721;"CABLE KPEFLEX LIMPIO 5/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3731;"CABLE KDOFLEX ALMA DE ACERO 1""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3769;"CABLE KFLEX 9/16""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;IZAJE y TRACCION;
3776;"CABLE KFLEX 1-1/4""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;IZAJE y TRACCION;
3778;"CABLE KFLEXMET 3/8""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3780;"CABLE KFLEXMET 1/2""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3781;"CABLE KFLEXMET 9/16""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3782;"CABLE KFLEXMET 5/8""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3784;"CABLE KFLEXMET 3/4""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3785;"CABLE KFLEXMET 7/8""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3786;"CABLE KFLEXMET 1""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3789;"CABLE KFLEXMET 1-1/8""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3790;"CABLE KFLEXMET 1-1/4""";CABLES INDUSTRIALES;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable para tracción
3802;CABLE KNORTA ALMA FIBRA 19,00MM;CABLES IZAJE;"	CABLES DE ACERO";MANEJO DE CARGA;;
3812;"CABLE KNORTA ALMA ACERO 1/2""";CABLES IZAJE;"	CABLES DE ACERO";MANEJO DE CARGA;;
3855;"CABLE KMETAL SEALE 5/16""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3856;"CABLE KMETAL SEALE 3/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3857;"CABLE KMETAL SEALE 7/16""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3858;"CABLE KMETAL SEALE 1/2""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3859;"CABLE KMETAL SEALE 9/16""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3860;"CABLE KMETAL SEALE 5/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3861;"CABLE KMETAL SEALE 3/4""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3867;"CABLE KFORES TOP 3/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3868;"CABLE KFORES TOP 1/2""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3869;"CABLE KFORES TOP 9/16""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3870;"CABLE KFORES TOP 5/8""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3871;"CABLE KFORES TOP 3/4""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3872;"CABLE KFORES TOP 6X26 13/16""";CABLES TRACCIÓN;"	CABLES DE ACERO";MANEJO DE CARGA;Cables de izaje y tracción;Cable de tracción
3874;"CABLE KDURA 3/16""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3875;"CABLE KDURA 1/4""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3876;"CABLE KDURA 5/16""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3877;"CABLE KDURA 3/8""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3878;"CABLE KDURA 1/2""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3879;"CABLE KDURA 5/8"" 1X7";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3880;"CABLE KDURA PLASTIFICADO 1/4""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3881;"CABLE KDURA PLASTIFICADO 5/16""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
3882;"CABLE KDURA PLASTIFICADO 3/8""";CABLES AMARRE;"	CABLES DE AMARRE";MANEJO DE CARGA;;
4068;"CASQUILLO ACERO 1/4""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4069;"CASQUILLO ACERO 5/16""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4070;"CASQUILLO ACERO 3/8""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4071;"CASQUILLO ACERO 7/16""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4072;"CASQUILLO ACERO 1/2""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4073;"CASQUILLO ACERO 9/16""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4074;"CASQUILLO ACERO 5/8""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4075;"CASQUILLO ACERO 3/4""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4076;"CASQUILLO ACERO 7/8""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4077;"CASQUILLO ACERO 1""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4078;"CASQUILLO ACERO 1-1/8""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4079;"CASQUILLO ACERO 1-1/4""";CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4082;CASQUILLO ALUMINIO 8,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4083;CASQUILLO ALUMINIO 10,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4084;CASQUILLO ALUMINIO 13,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4085;CASQUILLO ALUMINIO 14,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4086;CASQUILLO ALUMINIO 16,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4087;CASQUILLO ALUMINIO 20,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4088;CASQUILLO ALUMINIO 24,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4089;CASQUILLO ALUMINIO 26,00MM;CASQUILLOS;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;Accesorios y repuestos tecle;Casquillo
4356;CARRETE P/CABLES N-02;CARRETES;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4357;CARRETE P/CABLES N-03;CARRETES;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4358;CARRETE P/CABLES N-04;CARRETES;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4359;CARRETE P/CABLES N-05;CARRETES;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4360;CARRETE P/CABLES N-06;CARRETES;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4361;CARRETE P/CABLES N-07;CARRETES;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4364;CARRETE P/CABLES N-10;CARRETES;"	ESTROBOS CABLES IZAJE TRACCIÓN";MANEJO DE CARGA;;
4464;"SISTEMA CARGA RACHET 2"" X 9MT 3 TON";SISTEMA CARGA RACHET;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Sistemas de carga rachet;Eslinga ratchet
4891;"GRILLETE LIRA ALTA RESISTENCIA 1/4""";GRILLETES;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Grilletes;Grillete de alta resistencia
4892;"GRILLETE LIRA ALTA RESISTENCIA 5/16""";GRILLETES;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Grilletes;Grillete de alta resistencia
4893;"GRILLETE LIRA ALTA RESISTENCIA 3/8""";GRILLETES;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Grilletes;Grillete de alta resistencia
4895;"GRILLETE LIRA ALTA RESISTENCIA 1/2""";GRILLETES;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Grilletes;Grillete de alta resistencia
4896;"GRILLETE LIRA ALTA RESISTENCIA 5/8""";GRILLETES;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Grilletes;Grillete de alta resistencia
4897;"GRILLETE LIRA ALTA RESISTENCIA 3/4""";GRILLETES;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Grilletes;Grillete de alta resistencia
4898;"GRILLETE LIRA ALTA RESISTENCIA 7/8""";GRILLETES;"	ACCESORIOS AMARRE";MANEJO DE CARGA;Grilletes;Grillete de alta resistencia
